source,url,pub_time_et,title,text_clean,title_norm,prob_neg,prob_neu,prob_pos,label_idx,w
https://feeds.a.dj.com/rss/RSSMarketsMain.xml,https://www.wsj.com/articles/tax-season-2024-irs-filing-dates-explained-628a8b37?mod=rss_markets_main,2025-01-27 05:30:00-05:00,What's New This Tax Season That Can Save You Money,"What's New This Tax Season That Can Save You Money. There are some new wrinkles, especially for those who sell things online or bought an EV",what's new this tax season that can save you money,0.12064551,0.04171194,0.83764255,2,0.00021374136079568612
https://feeds.a.dj.com/rss/RSSMarketsMain.xml,https://www.wsj.com/articles/natural-gas-firm-diversified-energy-nears-deal-for-permian-basin-player-4c1c5ff5?mod=rss_markets_main,2025-01-27 06:57:00-05:00,Natural-Gas Firm Diversified Energy Strikes Deal for Permian Basin Player,Natural-Gas Firm Diversified Energy Strikes Deal for Permian Basin Player. Maverick Natural Resources has operations in Texas and Oklahoma,natural-gas firm diversified energy strikes deal for permian basin player,0.11943904,0.015065967,0.865495,2,0.00021380762511816092
https://feeds.a.dj.com/rss/RSSMarketsMain.xml,https://www.wsj.com/articles/building-products-distributor-qxo-launching-hostile-bid-for-beacon-de024410?mod=rss_markets_main,2025-01-27 08:28:00-05:00,Building-Products Distributor QXO Launches Hostile Bid for Beacon,Building-Products Distributor QXO Launches Hostile Bid for Beacon. QXO is taking its offer directly to shareholders after being rebuffed on several occasions,building-products distributor qxo launches hostile bid for beacon,0.055487853,0.68424594,0.26026624,1,0.000213876980054073
https://feeds.a.dj.com/rss/RSSMarketsMain.xml,https://www.wsj.com/articles/u-s-natural-gas-futures-fall-on-shifting-weather-forecasts-1ef3e457?mod=rss_markets_main,2025-01-27 09:05:00-05:00,Natural Gas Falls on Shifting Weather Forecasts,Natural Gas Falls on Shifting Weather Forecasts. U.S. natural gas futures fell after weekend updates took some of the chill out of early February weather forecasts,natural gas falls on shifting weather forecasts,0.0125952205,0.9729863,0.014418508,1,0.0002139051921819281
https://feeds.a.dj.com/rss/RSSMarketsMain.xml,https://www.wsj.com/articles/safe-haven-currencies-strengthen-amid-fears-over-global-tariffs-9964e17a?mod=rss_markets_main,2025-01-27 09:55:00-05:00,"Swiss franc, Japanese yen Rise as DeepSeek News Boosts Safe Havens","Swiss franc, Japanese yen Rise as DeepSeek News Boosts Safe Havens. The Yen and Swiss Franc were stronger against the dollar as investors sought safe havens after Chinese start-up DeepSeek’s new AI model hit U.S. tech stocks","swiss franc, japanese yen rise as deepseek news boosts safe havens",0.90932876,0.06262069,0.028050609,0,0.00021394332850592816
https://feeds.a.dj.com/rss/RSSMarketsMain.xml,https://www.wsj.com/articles/arabica-coffee-prices-hit-new-high-on-u-s-colombia-tariff-spat-582446fe?mod=rss_markets_main,2025-01-27 12:20:00-05:00,"Arabica Coffee Prices Hit Record on U.S., Colombia Tariff Spat","Arabica Coffee Prices Hit Record on U.S., Colombia Tariff Spat. Arabica coffee prices hit a record level, as traders digested the withdrawal of President Trump’s threats to impose tariffs and economic sanctions on Colombia","arabica coffee prices hit record on u.s., colombia tariff spat",0.91980934,0.038707547,0.041482992,0,0.00021405400078399687
https://feeds.a.dj.com/rss/RSSMarketsMain.xml,https://www.wsj.com/articles/financial-services-roundup-market-talk-94f52cba?mod=rss_markets_main,2025-01-27 12:27:00-05:00,Financial Services Roundup: Market Talk,"Financial Services Roundup: Market Talk. Gain insight on Experian, SoFi Technologies and more in the latest Market Talks covering Financial Services",financial services roundup: market talk,0.08213145,0.012886635,0.904982,2,0.0002140593464809408
https://feeds.a.dj.com/rss/RSSMarketsMain.xml,https://www.wsj.com/articles/deepseek-us-ai-stocks-nvidia-broadcom-6cdfae81?mod=rss_markets_main,2025-01-27 13:12:00-05:00,DeepSeek Won't Sink U.S. AI Titans,"DeepSeek Won't Sink U.S. AI Titans. Panic fueling the selloff of Nvidia, Broadcom and other tech giants is overblown",deepseek won't sink u.s. ai titans,0.04586103,0.792295,0.16184396,1,0.00021409371805196974
https://feeds.a.dj.com/rss/RSSMarketsMain.xml,https://www.wsj.com/articles/gold-edges-lower-feds-rate-decision-in-focus-09dbfceb?mod=rss_markets_main,2025-01-27 14:01:00-05:00,"Comex Gold, Silver Settle Lower","Comex Gold, Silver Settle Lower. Gold settled 1.4% lower, down two of the past three sessions, and silver fell 2.5%, down three of the past four sessions","comex gold, silver settle lower",0.010260311,0.97298163,0.016758014,1,0.000214131157429413
https://feeds.a.dj.com/rss/RSSMarketsMain.xml,https://www.wsj.com/articles/nikkei-may-rise-as-weak-yen-raises-earnings-hopes-776a8056?mod=rss_markets_main,2025-01-27 14:26:00-05:00,Stocks Sink in Broad AI Rout Sparked by China's DeepSeek,"Stocks Sink in Broad AI Rout Sparked by China's DeepSeek. U.S. stocks were mostly lower, with the Nasdaq leading declines as makers of AI infrastructure suffered steep falls, many in the double digits. Nvidia was down 16%",stocks sink in broad ai rout sparked by china's deepseek,0.008627408,0.9734302,0.017942375,1,0.00021415026419771988
https://finance.yahoo.com/news/rssindex,https://finance.yahoo.com/personal-finance/mortgages/article/mortgage-refinance-interest-rates-today-friday-august-8-2025-100004553.html,2025-08-08 06:00:04-04:00,"Mortgage and refinance interest rates today, August 8, 2025: It could be a good day to lock in a rate","Mortgage and refinance interest rates today, August 8, 2025: It could be a good day to lock in a rate","mortgage and refinance interest rates today, august 8, 2025: it could be a good day to lock in a rate",0.5228944,0.023127442,0.45397818,0,0.021253733711294936
https://finance.yahoo.com/news/rssindex,https://finance.yahoo.com/personal-finance/insurance/article/auto-insurance-terms-164221880.html,2025-08-08 12:42:21-04:00,Auto insurance terms you need to know,Auto insurance terms you need to know,auto insurance terms you need to know,0.032060467,0.03165359,0.9362859,2,0.024785706294684552
https://finance.yahoo.com/news/rssindex,https://finance.yahoo.com/personal-finance/banking/article/why-did-my-credit-score-drop-191725655.html,2025-08-08 15:17:25-04:00,8 common reasons why your credit score could have dropped,8 common reasons why your credit score could have dropped,8 common reasons why your credit score could have dropped,0.03292642,0.07162818,0.8954454,2,0.026482076082010038
https://finance.yahoo.com/news/rssindex,https://www.barrons.com/articles/more-inflation-less-growth-and-bubbly-stocks-trouble-ahead-a17b5f8e?siteid=yhoof2&yptr=yahoo,2025-08-08 19:24:00-04:00,"Inflation Is Rising, Growth Is Slowing, Stocks Are Bubbly. What Could Go Wrong?","Inflation Is Rising, Growth Is Slowing, Stocks Are Bubbly. What Could Go Wrong?","inflation is rising, growth is slowing, stocks are bubbly. what could go wrong?",0.024867587,0.78915703,0.1859754,1,0.02971620930960698
https://finance.yahoo.com/news/rssindex,https://www.wsj.com/articles/ad-tech-company-trade-desk-downgraded-as-amazon-ai-reshape-digital-market-e65b020b?siteid=yhoof2&yptr=yahoo,2025-08-08 19:43:00-04:00,"Ad Tech Company Trade Desk Downgraded as Amazon, AI Reshape Digital Market","Ad Tech Company Trade Desk Downgraded as Amazon, AI Reshape Digital Market","ad tech company trade desk downgraded as amazon, ai reshape digital market",0.02664302,0.5602888,0.41306812,1,0.029998499175086273
https://finance.yahoo.com/news/rssindex,https://www.barrons.com/articles/spending-for-executive-protection-is-on-the-rise-359c4fa7?siteid=yhoof2&yptr=yahoo,2025-08-08 20:02:00-04:00,Spending for Executive Protection Is on the Rise,Spending for Executive Protection Is on the Rise,spending for executive protection is on the rise,0.6456416,0.13695627,0.21740204,0,0.030286203716535152
https://finance.yahoo.com/news/rssindex,https://www.investors.com/news/technology/ai-stock-dives-c3-ai-q1-preliminary-revenue-loss/?src=A00220&yptr=yahoo,2025-08-08 23:07:15-04:00,"C3.ai Dives As Q1 Preliminary Revenue, Loss Far Worse Than Expected","C3.ai Dives As Q1 Preliminary Revenue, Loss Far Worse Than Expected","c3.ai dives as q1 preliminary revenue, loss far worse than expected",0.015649768,0.9755539,0.008796466,1,0.03341036166460356
https://finance.yahoo.com/news/rssindex,https://finance.yahoo.com/news/wells-fargo-lowers-lululemon-lulu-035223955.html,2025-08-08 23:52:23-04:00,"Wells Fargo Lowers Lululemon (LULU) PT to $225, Cites US, China Concerns","Wells Fargo Lowers Lululemon (LULU) PT to $225, Cites US, China Concerns","wells fargo lowers lululemon  pt to $225, cites us, china concerns",0.049601156,0.6994958,0.25090307,1,0.03427167804253457
https://finance.yahoo.com/news/rssindex,https://finance.yahoo.com/news/td-securities-raises-suncor-energy-035224585.html,2025-08-08 23:52:24-04:00,TD Securities Raises Suncor Energy (SU) PT to C$63 Following Strong Q2 Performance,TD Securities Raises Suncor Energy (SU) PT to C$63 Following Strong Q2 Performance,td securities raises suncor energy  pt to c$63 following strong q2 performance,0.9400945,0.018205713,0.04169977,0,0.034272004308950554
https://finance.yahoo.com/news/rssindex,https://finance.yahoo.com/news/cibc-raises-kinross-gold-kgc-035226387.html,2025-08-08 23:52:26-04:00,CIBC Raises Kinross Gold (KGC) PT to $22 Following Strong Q2 Performance,CIBC Raises Kinross Gold (KGC) PT to $22 Following Strong Q2 Performance,cibc raises kinross gold  pt to $22 following strong q2 performance,0.94685704,0.019968614,0.03317439,0,0.03427265686041922
https://finance.yahoo.com/news/rssindex,https://finance.yahoo.com/news/raymond-james-raises-cenovus-energy-035227184.html,2025-08-08 23:52:27-04:00,Raymond James Raises Cenovus Energy (CVE) PT to C$30 Amid Q2 Earnings,Raymond James Raises Cenovus Energy (CVE) PT to C$30 Amid Q2 Earnings,raymond james raises cenovus energy  pt to c$30 amid q2 earnings,0.818831,0.009910672,0.17125829,0,0.03427298314547226
https://finance.yahoo.com/news/rssindex,https://finance.yahoo.com/news/equinox-gold-discovers-highest-grade-035228617.html,2025-08-08 23:52:28-04:00,Equinox Gold Discovers Highest-Grade Gold Mineralization to Date at El Limon Mine in Nicaragua,Equinox Gold Discovers Highest-Grade Gold Mineralization to Date at El Limon Mine in Nicaragua,equinox gold discovers highest-grade gold mineralization to date at el limon mine in nicaragua,0.87053233,0.018294312,0.11117336,0,0.034273309436737995
https://finance.yahoo.com/news/rssindex,https://finance.yahoo.com/news/pan-american-silver-appoints-mining-035230639.html,2025-08-08 23:52:30-04:00,Pan American Silver Appoints Mining Veteran Pablo Marcet to Board of Directors,Pan American Silver Appoints Mining Veteran Pablo Marcet to Board of Directors,pan american silver appoints mining veteran pablo marcet to board of directors,0.035625424,0.06827902,0.8960956,2,0.03427396203790831
https://finance.yahoo.com/news/rssindex,https://finance.yahoo.com/news/td-securities-lifts-nutrien-ntr-035232819.html,2025-08-08 23:52:32-04:00,"TD Securities Lifts Nutrien (NTR) PT to C$70, Raises Potash Sales Forecast","TD Securities Lifts Nutrien (NTR) PT to C$70, Raises Potash Sales Forecast","td securities lifts nutrien  pt to c$70, raises potash sales forecast",0.9490071,0.018428277,0.03256456,0,0.03427461466393156
https://finance.yahoo.com/news/rssindex,https://finance.yahoo.com/news/manulife-acquire-comvest-private-credit-035233149.html,2025-08-08 23:52:33-04:00,Manulife to Acquire Comvest’s Private Credit Business from AMG for $285M,Manulife to Acquire Comvest’s Private Credit Business from AMG for $285M,manulife to acquire comvest’s private credit business from amg for $285m,0.10005531,0.009573103,0.89037156,2,0.034274940986263484
https://finance.yahoo.com/news/rssindex,https://finance.yahoo.com/news/bausch-health-acquire-durect-corporation-035235085.html,2025-08-08 23:52:35-04:00,Bausch Health to Acquire DURECT Corporation in $63M Deal to Advance Liver Disease Treatment,Bausch Health to Acquire DURECT Corporation in $63M Deal to Advance Liver Disease Treatment,bausch health to acquire durect corporation in $63m deal to advance liver disease treatment,0.5290484,0.009116446,0.4618352,0,0.034275593649568815
https://finance.yahoo.com/news/rssindex,https://finance.yahoo.com/news/agnico-eagle-aem-delivers-record-035238813.html,2025-08-08 23:52:38-04:00,Agnico Eagle (AEM) Delivers Record Q2 Earnings with Strong Gold Output,Agnico Eagle (AEM) Delivers Record Q2 Earnings with Strong Gold Output,agnico eagle  delivers record q2 earnings with strong gold output,0.9510133,0.020782234,0.02820443,0,0.034276572691133204
https://finance.yahoo.com/news/rssindex,https://finance.yahoo.com/news/kinross-gold-kgc-generates-record-035240844.html,2025-08-08 23:52:40-04:00,Kinross Gold (KGC) Generates Record Free Cash Flow in Strong Q2 Performance,Kinross Gold (KGC) Generates Record Free Cash Flow in Strong Q2 Performance,kinross gold  generates record free cash flow in strong q2 performance,0.9513483,0.020508459,0.028143264,0,0.03427722541658245
https://finance.yahoo.com/news/rssindex,https://finance.yahoo.com/news/td-securities-upgrades-equinox-gold-035242572.html,2025-08-08 23:52:42-04:00,TD Securities Upgrades Equinox Gold (EQX) to Buy on Attractive Risk Profile,TD Securities Upgrades Equinox Gold (EQX) to Buy on Attractive Risk Profile,td securities upgrades equinox gold  to buy on attractive risk profile,0.950145,0.0134238,0.0364311,0,0.03427787816689175
https://finance.yahoo.com/news/rssindex,https://finance.yahoo.com/news/pan-american-silver-paas-delivers-035243427.html,2025-08-08 23:52:43-04:00,Pan American Silver (PAAS) Delivers Stellar Q2,Pan American Silver (PAAS) Delivers Stellar Q2,pan american silver  delivers stellar q2,0.9394006,0.024159487,0.03643985,0,0.03427820455136935
https://finance.yahoo.com/news/rssindex,https://finance.yahoo.com/news/sandstorm-gold-sand-backs-royal-035245216.html,2025-08-08 23:52:45-04:00,Sandstorm Gold (SAND) Backs Royal Gold’s $1 Billion Kansanshi Stream Acquisition,Sandstorm Gold (SAND) Backs Royal Gold’s $1 Billion Kansanshi Stream Acquisition,sandstorm gold  backs royal gold’s $1 billion kansanshi stream acquisition,0.14934333,0.009613836,0.8410429,2,0.03427885733897138
https://finance.yahoo.com/news/rssindex,https://finance.yahoo.com/news/b2gold-btg-receives-approval-underground-035246178.html,2025-08-08 23:52:46-04:00,B2Gold (BTG) Receives Approval for Underground Mining at Fekola Mine in Mali,B2Gold (BTG) Receives Approval for Underground Mining at Fekola Mine in Mali,b2gold  receives approval for underground mining at fekola mine in mali,0.87688386,0.0081418585,0.11497427,0,0.03427918374209616
https://finance.yahoo.com/news/rssindex,https://finance.yahoo.com/news/fortuna-mining-fsm-boosts-diamba-035248339.html,2025-08-08 23:52:48-04:00,Fortuna Mining (FSM) Boosts Diamba Sud Resources by 53% Ahead of Q4 Preliminary Economic Assessment,Fortuna Mining (FSM) Boosts Diamba Sud Resources by 53% Ahead of Q4 Preliminary Economic Assessment,fortuna mining  boosts diamba sud resources by 53% ahead of q4 preliminary economic assessment,0.9518883,0.017335387,0.03077626,0,0.03427983656699412
https://finance.yahoo.com/news/rssindex,https://finance.yahoo.com/news/eldorado-gold-ego-posts-52-035249816.html,2025-08-08 23:52:49-04:00,Eldorado Gold (EGO) Posts 52% Revenue Jump as Skouries Project Nears Completion,Eldorado Gold (EGO) Posts 52% Revenue Jump as Skouries Project Nears Completion,eldorado gold  posts 52% revenue jump as skouries project nears completion,0.94453883,0.030913142,0.024547953,0,0.03428016298876766
https://finance.yahoo.com/news/rssindex,https://finance.yahoo.com/news/gold-royalty-groy-reports-record-035251096.html,2025-08-08 23:52:51-04:00,Gold Royalty (GROY) Reports Record Q2 Revenue Up 100% Year-Over-Year,Gold Royalty (GROY) Reports Record Q2 Revenue Up 100% Year-Over-Year,gold royalty  reports record q2 revenue up 100% year-over-year,0.9546934,0.019815266,0.02549137,0,0.03428081585096474
https://finance.yahoo.com/news/rssindex,https://finance.yahoo.com/news/osisko-development-odv-secures-450-035252661.html,2025-08-08 23:52:52-04:00,Osisko Development (ODV) Secures $450 Million Financing for Cariboo Gold Project,Osisko Development (ODV) Secures $450 Million Financing for Cariboo Gold Project,osisko development  secures $450 million financing for cariboo gold project,0.80833656,0.008280599,0.18338287,0,0.03428114229138865
https://finance.yahoo.com/news/rssindex,https://finance.yahoo.com/news/collective-mining-cnl-hits-442-035254533.html,2025-08-08 23:52:54-04:00,Collective Mining (CNL) Hits 442-Meter Gold Intercept at Apollo System in Colombia,Collective Mining (CNL) Hits 442-Meter Gold Intercept at Apollo System in Colombia,collective mining  hits 442-meter gold intercept at apollo system in colombia,0.8715052,0.07576138,0.052733358,0,0.03428179519088806
https://finance.yahoo.com/news/rssindex,https://finance.yahoo.com/news/ripple-sec-settlement-rally-cools-043426070.html,2025-08-09 00:34:26-04:00,Ripple-SEC Settlement Rally Cools as XRP Drops 5% on Profit-Taking,Ripple-SEC Settlement Rally Cools as XRP Drops 5% on Profit-Taking,ripple-sec settlement rally cools as xrp drops 5% on profit-taking,0.018496297,0.9642078,0.017295826,1,0.03511509825971173
https://finance.yahoo.com/news/rssindex,https://finance.yahoo.com/news/nfl-bring-magic-back-disney-045400407.html,2025-08-09 00:54:00-04:00,Will the NFL Bring the Magic Back to Disney Stock?,Will the NFL Bring the Magic Back to Disney Stock?,will the nfl bring the magic back to disney stock?,0.077474624,0.014191231,0.9083341,2,0.0355218742932257
https://finance.yahoo.com/news/rssindex,https://finance.yahoo.com/news/amazons-latest-earnings-mean-long-060000874.html,2025-08-09 02:00:00-04:00,What Amazon's Latest Earnings Mean for Long-Term Investors,What Amazon's Latest Earnings Mean for Long-Term Investors,what amazon's latest earnings mean for long-term investors,0.03847663,0.0327068,0.9288166,2,0.036966297690852155
https://finance.yahoo.com/news/rssindex,https://finance.yahoo.com/news/lenders-seize-control-barclay-family-063000049.html,2025-08-09 02:30:00-04:00,Lenders to seize control of Barclay family’s troubled online shopping site,Lenders to seize control of Barclay family’s troubled online shopping site,lenders to seize control of barclay family’s troubled online shopping site,0.024182983,0.7154997,0.26031733,1,0.037662417764267736
https://finance.yahoo.com/news/rssindex,https://finance.yahoo.com/news/77bn-trade-risks-throwing-britain-070000473.html,2025-08-09 03:00:00-04:00,The £77bn trade that risks throwing Britain into a doom loop,The £77bn trade that risks throwing Britain into a doom loop,the £77bn trade that risks throwing britain into a doom loop,0.029261524,0.9117826,0.058955774,1,0.03838525858670877
https://finance.yahoo.com/news/rssindex,https://finance.yahoo.com/news/does-president-donald-trumps-tariff-070600087.html,2025-08-09 03:06:00-04:00,Does President Donald Trump's Tariff and Trade Policy Have America on a Collision Course With Stagflation?,Does President Donald Trump's Tariff and Trade Policy Have America on a Collision Course With Stagflation?,does president donald trump's tariff and trade policy have america on a collision course with stagflation?,0.033521652,0.7063993,0.26007897,1,0.03853316915291879
https://finance.yahoo.com/news/rssindex,https://finance.yahoo.com/news/smartest-growth-stock-buy-1-074500360.html,2025-08-09 03:45:00-04:00,"The Smartest Growth Stock to Buy With $1,000 Right Now","The Smartest Growth Stock to Buy With $1,000 Right Now","the smartest growth stock to buy with $1,000 right now",0.1103549,0.011336634,0.8783084,2,0.03952308650854015
https://finance.yahoo.com/news/rssindex,https://www.barrons.com/articles/irs-audits-trump-partnerships-b5c1b43f?siteid=yhoof2&yptr=yahoo,2025-08-09 04:00:00-04:00,The IRS Is Slashing Audits. That Doesn’t Mean You’re in the Clear.,The IRS Is Slashing Audits. That Doesn’t Mean You’re in the Clear,the irs is slashing audits. that doesn’t mean you’re in the clear.,0.010241939,0.9390182,0.050739877,1,0.0399175022320204
https://finance.yahoo.com/news/rssindex,https://finance.yahoo.com/news/president-trump-just-gave-stock-080200362.html,2025-08-09 04:02:00-04:00,President Trump Just Gave Stock Investors 2 Reasons to Worry About Another Market Crash,President Trump Just Gave Stock Investors 2 Reasons to Worry About Another Market Crash,president trump just gave stock investors 2 reasons to worry about another market crash,0.12385661,0.052370384,0.82377297,2,0.03997068656435867
https://finance.yahoo.com/news/rssindex,https://finance.yahoo.com/news/forget-xrp-buy-soaring-cryptocurrency-083300659.html,2025-08-09 04:33:00-04:00,Should You Forget XRP and Buy This Soaring Cryptocurrency Instead?,Should You Forget XRP and Buy This Soaring Cryptocurrency Instead?,should you forget xrp and buy this soaring cryptocurrency instead?,0.038999442,0.02445456,0.936546,2,0.04081354843288695
https://finance.yahoo.com/news/rssindex,https://finance.yahoo.com/news/arizona-senior-told-dave-ramsey-091700359.html,2025-08-09 05:17:00-04:00,An Arizona senior told Dave Ramsey she has no savings and debt — 3 late-stage retirement catch-up tactics,An Arizona senior told Dave Ramsey she has no savings and debt — 3 late-stage retirement catch-up tactics,an arizona senior told dave ramsey she has no savings and debt — 3 late-stage retirement catch-up tactics,0.022540955,0.15274695,0.8247121,2,0.04207278414952174
https://finance.yahoo.com/news/rssindex,https://finance.yahoo.com/personal-finance/banking/article/best-money-market-account-rates-today-saturday-august-9-2025-100005669.html,2025-08-09 06:00:05-04:00,"Best money market account rates today, August 9, 2025 (best account provides 4.41% APY)","Best money market account rates today, August 9, 2025 (best account provides 4.41% APY)","best money market account rates today, august 9, 2025 (best account provides 4.41% apy)",0.042234316,0.017316794,0.9404488,2,0.043383423239291834
https://finance.yahoo.com/news/rssindex,https://finance.yahoo.com/personal-finance/banking/article/best-cd-rates-today-saturday-august-9-2025-100006420.html,2025-08-09 06:00:06-04:00,"Best CD rates today, August 9, 2025 (best account provides 5.5% APY)","Best CD rates today, August 9, 2025 (best account provides 5.5% APY)","best cd rates today, august 9, 2025 (best account provides 5.5% apy)",0.04365129,0.015271943,0.9410768,2,0.04338394605709561
https://finance.yahoo.com/news/rssindex,https://finance.yahoo.com/personal-finance/mortgages/article/mortgage-refinance-interest-rates-today-saturday-august-9-2025-100008941.html,2025-08-09 06:00:08-04:00,"Mortgage and refinance interest rates today, August 9, 2025: Fixed rates are unsteady","Mortgage and refinance interest rates today, August 9, 2025: Fixed rates are unsteady","mortgage and refinance interest rates today, august 9, 2025: fixed rates are unsteady",0.097041436,0.6581727,0.24478586,1,0.04338499173050724
https://finance.yahoo.com/news/rssindex,https://finance.yahoo.com/personal-finance/mortgages/article/heloc-interest-rates-today-saturday-august-9-2025-100015605.html,2025-08-09 06:00:15-04:00,"HELOC rates today, August 9, 2025: The answer to high rates for homeowners","HELOC rates today, August 9, 2025: The answer to high rates for homeowners","heloc rates today, august 9, 2025: the answer to high rates for homeowners",0.07274448,0.044163868,0.8830917,2,0.04338865198443857
https://finance.yahoo.com/news/rssindex,https://finance.yahoo.com/news/us-could-780-billion-forgotten-104500701.html,2025-08-09 06:45:00-04:00,The US could have $780 billion in forgotten paper stock certificates laying around — how to cash in if you inherit one,The US could have $780 billion in forgotten paper stock certificates laying around — how to cash in if you inherit one,the us could have $780 billion in forgotten paper stock certificates laying around — how to cash in if you inherit one,0.045140065,0.021797676,0.9330623,2,0.04483969606876783
